OrderID,PurchaseDate,DeliveryDate,Vendor,Product,Category,Location,Quantity,UnitPrice,OrderStatus,PaymentStatus,PaymentTerms,DeliveryDays,TotalCost,IsOnTime
ORD1402,6/26/2022,7/4/2022,Eta Logistics,Product_23,Electronics,Australia,62,366.6,Delivered,Overdue,Net 30,8,22729.2,FALSE
ORD1403,12/11/2023,12/17/2023,Theta Tech,Product_2,Furniture,Germany,80,24.96,Pending,Unpaid,Net 30,6,1996.8,TRUE
ORD1404,11/17/2022,11/24/2022,Delta Traders,Product_22,Furniture,France,86,51.91,Canceled,Paid,Upon Delivery,7,4464.26,TRUE
ORD1405,1/8/2023,1/14/2023,Delta Traders,Product_37,Machinery,India,76,8.36,Pending,Overdue,Net 60,6,635.36,TRUE
ORD1406,11/6/2022,11/10/2022,Delta Traders,Product_8,Machinery,India,80,80.71,Delivered,Paid,Net 60,4,6456.8,TRUE
ORD1407,8/19/2023,8/23/2023,Delta Traders,Product_7,Electronics,Australia,51,39.15,Delivered,Unpaid,Net 60,4,1996.65,TRUE
ORD1408,3/19/2023,3/26/2023,Beta Corp,Product_14,Furniture,India,42,497.92,Delivered,Paid,Net 30,7,20912.64,TRUE
ORD1409,1/11/2022,1/18/2022,Beta Corp,Product_3,Furniture,Germany,29,147.96,Pending,Unpaid,Net 30,7,4290.84,TRUE
ORD1410,11/30/2023,12/9/2023,Alpha Supplies,Product_50,Furniture,Australia,82,78.89,Delivered,Paid,Net 30,9,6468.98,FALSE
ORD1411,12/24/2023,1/1/2024,Alpha Supplies,Product_16,Machinery,Canada,10,124.29,Shipped,Paid,Net 60,8,1242.9,FALSE
ORD1412,2/10/2024,2/19/2024,Theta Tech,Product_19,Office Supplies,Japan,39,468.38,Shipped,Overdue,Net 30,9,18266.82,FALSE
ORD1413,4/13/2022,4/21/2022,Delta Traders,Product_18,Office Supplies,Germany,82,262.48,Delivered,Paid,Net 60,8,21523.36,FALSE
ORD1414,10/15/2023,10/24/2023,Theta Tech,Product_16,Electronics,Japan,1,185.58,Delivered,Paid,Net 30,9,185.58,FALSE
ORD1415,10/7/2022,10/13/2022,Theta Tech,Product_8,Office Supplies,Canada,39,437.33,Pending,Unpaid,Net 60,6,17055.87,TRUE
ORD1416,12/26/2022,1/2/2023,Theta Tech,Product_33,Office Supplies,Canada,21,200.52,Delivered,Paid,Upon Delivery,7,4210.92,TRUE
ORD1417,5/6/2022,5/10/2022,Theta Tech,Product_49,Machinery,Japan,65,170.83,Delivered,Overdue,Net 30,4,11103.95,TRUE
ORD1418,7/2/2023,7/10/2023,Delta Traders,Product_12,Furniture,Germany,15,107.6,Shipped,Unpaid,Net 60,8,1614,FALSE
ORD1419,10/22/2022,10/30/2022,Theta Tech,Product_11,Office Supplies,Japan,4,192.01,Delivered,Unpaid,Upon Delivery,8,768.04,FALSE
ORD1420,9/13/2023,9/17/2023,Delta Traders,Product_5,Machinery,Japan,60,161.76,Shipped,Unpaid,Upon Delivery,4,9705.6,TRUE
ORD1421,10/13/2023,10/22/2023,Delta Traders,Product_27,Office Supplies,Russia,61,340.27,Canceled,Paid,Net 30,9,20756.47,FALSE
ORD1422,2/7/2024,2/15/2024,Delta Traders,Product_12,Electronics,Germany,20,148.34,Canceled,Unpaid,Net 60,8,2966.8,FALSE
ORD1423,1/30/2024,2/9/2024,Eta Logistics,Product_17,Furniture,Russia,10,290.71,Delivered,Paid,Net 30,10,2907.1,FALSE
ORD1424,11/10/2022,11/16/2022,Beta Corp,Product_6,Electronics,Australia,87,37.62,Delivered,Paid,Upon Delivery,6,3272.94,TRUE
ORD1425,9/17/2023,9/24/2023,Theta Tech,Product_33,Furniture,India,34,99.69,Pending,Unpaid,Net 30,7,3389.46,TRUE
ORD1426,10/26/2022,10/30/2022,Beta Corp,Product_5,Machinery,Japan,48,206.67,Delivered,Paid,Net 60,4,9920.16,TRUE
ORD1427,8/23/2022,8/30/2022,Theta Tech,Product_28,Electronics,Australia,33,468.79,Delivered,Paid,Upon Delivery,7,15470.07,TRUE
ORD1428,9/4/2023,9/14/2023,Alpha Supplies,Product_14,Office Supplies,Germany,98,191.74,Delivered,Overdue,Net 30,10,18790.52,FALSE
ORD1429,8/28/2023,9/5/2023,Beta Corp,Product_5,Office Supplies,Japan,61,333.72,Delivered,Unpaid,Net 30,8,20356.92,FALSE
ORD1430,2/3/2024,2/11/2024,Delta Traders,Product_33,Office Supplies,India,10,131.27,Delivered,Paid,Net 30,8,1312.7,FALSE
ORD1431,9/30/2022,10/10/2022,Alpha Supplies,Product_50,Electronics,Australia,54,67.88,Canceled,Paid,Net 30,10,3665.52,FALSE
ORD1432,12/15/2022,12/19/2022,Theta Tech,Product_48,Office Supplies,France,84,33.98,Delivered,Paid,Net 30,4,2854.32,TRUE
ORD1433,12/30/2022,1/5/2023,Beta Corp,Product_41,Machinery,Canada,65,156.18,Delivered,Paid,Upon Delivery,6,10151.7,TRUE
ORD1434,1/18/2023,1/23/2023,Alpha Supplies,Product_19,Electronics,Japan,77,83.04,Pending,Unpaid,Upon Delivery,5,6394.08,TRUE
ORD1435,4/29/2022,5/3/2022,Theta Tech,Product_22,Machinery,India,1,91.14,Shipped,Paid,Net 60,4,91.14,TRUE
ORD1436,6/9/2022,6/14/2022,Delta Traders,Product_5,Electronics,Canada,5,381.58,Delivered,Paid,Net 30,5,1907.9,TRUE
ORD1437,1/7/2022,1/17/2022,Alpha Supplies,Product_2,Office Supplies,Russia,80,12.84,Delivered,Unpaid,Net 60,10,1027.2,FALSE
ORD1438,8/26/2023,9/4/2023,Beta Corp,Product_30,Office Supplies,Australia,15,281.12,Pending,Paid,Upon Delivery,9,4216.8,FALSE
ORD1439,10/19/2023,10/24/2023,Eta Logistics,Product_47,Machinery,Russia,28,192.83,Shipped,Paid,Net 30,5,5399.24,TRUE
ORD1440,1/16/2023,1/22/2023,Eta Logistics,Product_39,Furniture,India,95,255.74,Canceled,Paid,Net 60,6,24295.3,TRUE
ORD1441,5/25/2023,6/3/2023,Eta Logistics,Product_4,Electronics,Japan,23,283.6,Pending,Unpaid,Net 30,9,6522.8,FALSE
ORD1442,4/27/2023,5/2/2023,Alpha Supplies,Product_33,Machinery,Canada,17,160.12,Delivered,Unpaid,Net 30,5,2722.04,TRUE
ORD1443,7/17/2023,7/27/2023,Theta Tech,Product_13,Electronics,Canada,98,151.08,Pending,Paid,Net 60,10,14805.84,FALSE
ORD1444,6/3/2022,6/12/2022,Alpha Supplies,Product_20,Office Supplies,Australia,13,368.03,Delivered,Paid,Upon Delivery,9,4784.39,FALSE
ORD1445,11/8/2023,11/18/2023,Delta Traders,Product_7,Furniture,Japan,14,436.28,Pending,Unpaid,Net 60,10,6107.92,FALSE
ORD1446,1/25/2023,1/30/2023,Theta Tech,Product_15,Office Supplies,France,11,100.33,Canceled,Paid,Net 60,5,1103.63,TRUE
ORD1447,10/3/2023,10/13/2023,Theta Tech,Product_23,Office Supplies,France,28,53.32,Shipped,Overdue,Net 60,10,1492.96,FALSE
ORD1448,4/12/2023,4/18/2023,Alpha Supplies,Product_14,Furniture,Australia,42,449.41,Delivered,Paid,Net 30,6,18875.22,TRUE
ORD1449,4/8/2022,4/13/2022,Theta Tech,Product_23,Electronics,Japan,96,178.2,Delivered,Paid,Upon Delivery,5,17107.2,TRUE
ORD1450,4/29/2023,5/4/2023,Eta Logistics,Product_19,Office Supplies,Australia,99,277.9,Pending,Unpaid,Upon Delivery,5,27512.1,TRUE
ORD1451,7/25/2023,7/30/2023,Eta Logistics,Product_29,Machinery,Japan,61,182.97,Canceled,Unpaid,Net 30,5,11161.17,TRUE
ORD1452,10/25/2023,10/29/2023,Beta Corp,Product_20,Furniture,India,64,67.27,Canceled,Paid,Upon Delivery,4,4305.28,TRUE
ORD1453,11/9/2022,11/13/2022,Theta Tech,Product_29,Electronics,India,31,296.72,Delivered,Paid,Net 60,4,9198.32,TRUE
ORD1454,1/21/2023,1/25/2023,Eta Logistics,Product_24,Electronics,Russia,81,264.94,Delivered,Paid,Upon Delivery,4,21460.14,TRUE
ORD1455,2/25/2024,3/2/2024,Alpha Supplies,Product_18,Office Supplies,Australia,73,105.48,Pending,Paid,Net 30,6,7700.04,TRUE
ORD1456,2/10/2024,2/19/2024,Delta Traders,Product_10,Furniture,Japan,10,228.68,Delivered,Paid,Upon Delivery,9,2286.8,FALSE
ORD1457,5/1/2023,5/11/2023,Theta Tech,Product_41,Office Supplies,France,8,399.49,Shipped,Unpaid,Net 30,10,3195.92,FALSE
ORD1458,1/18/2024,1/26/2024,Delta Traders,Product_8,Electronics,Japan,21,297.26,Delivered,Paid,Net 60,8,6242.46,FALSE
ORD1459,8/13/2022,8/18/2022,Theta Tech,Product_26,Office Supplies,India,77,52.97,Canceled,Unpaid,Net 30,5,4078.69,TRUE
ORD1460,12/31/2023,1/10/2024,Alpha Supplies,Product_29,Furniture,Japan,59,276.27,Pending,Overdue,Upon Delivery,10,16299.93,FALSE
ORD1461,5/21/2023,5/26/2023,Beta Corp,Product_10,Electronics,Australia,50,352.86,Canceled,Unpaid,Net 60,5,17643,TRUE
ORD1462,1/24/2022,1/30/2022,Eta Logistics,Product_17,Electronics,Russia,69,397.39,Delivered,Paid,Upon Delivery,6,27419.91,TRUE
ORD1463,4/20/2023,4/25/2023,Alpha Supplies,Product_2,Furniture,Russia,70,316.41,Shipped,Unpaid,Net 30,5,22148.7,TRUE
ORD1464,5/31/2023,6/4/2023,Delta Traders,Product_6,Machinery,Russia,30,80.57,Delivered,Unpaid,Net 60,4,2417.1,TRUE
ORD1465,10/6/2023,10/14/2023,Beta Corp,Product_5,Office Supplies,Russia,95,356.54,Pending,Paid,Net 30,8,33871.3,FALSE
ORD1466,3/26/2023,4/2/2023,Theta Tech,Product_28,Furniture,India,17,340.28,Delivered,Paid,Upon Delivery,7,5784.76,TRUE
ORD1467,12/13/2022,12/18/2022,Theta Tech,Product_41,Electronics,Germany,75,17.09,Delivered,Paid,Net 30,5,1281.75,TRUE
ORD1468,10/7/2022,10/17/2022,Beta Corp,Product_5,Office Supplies,Australia,20,208.82,Delivered,Paid,Upon Delivery,10,4176.4,FALSE
ORD1469,8/15/2022,8/19/2022,Beta Corp,Product_18,Furniture,Canada,48,169.81,Delivered,Overdue,Upon Delivery,4,8150.88,TRUE
ORD1470,9/25/2023,10/2/2023,Alpha Supplies,Product_26,Electronics,Australia,73,336.36,Shipped,Paid,Net 60,7,24554.28,TRUE
ORD1471,10/24/2023,11/1/2023,Eta Logistics,Product_20,Electronics,Germany,2,111.99,Delivered,Paid,Net 60,8,223.98,FALSE
ORD1472,8/9/2023,8/16/2023,Eta Logistics,Product_41,Machinery,Russia,37,297.48,Canceled,Paid,Net 30,7,11006.76,TRUE
ORD1473,5/4/2022,5/8/2022,Theta Tech,Product_49,Office Supplies,Germany,1,457.04,Shipped,Paid,Upon Delivery,4,457.04,TRUE
ORD1474,3/5/2022,3/14/2022,Eta Logistics,Product_27,Office Supplies,France,4,399.91,Delivered,Paid,Upon Delivery,9,1599.64,FALSE
ORD1475,8/9/2023,8/18/2023,Beta Corp,Product_49,Electronics,France,54,461.12,Pending,Paid,Net 60,9,24900.48,FALSE
ORD1476,11/6/2023,11/13/2023,Theta Tech,Product_12,Electronics,India,25,489.36,Delivered,Paid,Net 60,7,12234,TRUE
ORD1477,1/10/2023,1/16/2023,Alpha Supplies,Product_7,Office Supplies,Australia,3,10.28,Delivered,Paid,Net 60,6,30.84,TRUE
ORD1478,7/3/2023,7/13/2023,Alpha Supplies,Product_3,Electronics,Australia,9,313.26,Delivered,Unpaid,Net 60,10,2819.34,FALSE
ORD1479,2/16/2022,2/26/2022,Eta Logistics,Product_10,Electronics,Canada,86,209.36,Shipped,Unpaid,Net 30,10,18004.96,FALSE
ORD1480,2/9/2023,2/16/2023,Theta Tech,Product_34,Furniture,India,87,430.63,Delivered,Paid,Net 30,7,37464.81,TRUE
ORD1481,1/14/2023,1/19/2023,Theta Tech,Product_25,Machinery,Canada,76,129.65,Pending,Paid,Net 30,5,9853.4,TRUE
ORD1482,3/12/2022,3/17/2022,Delta Traders,Product_35,Office Supplies,France,74,490.61,Pending,Paid,Net 30,5,36305.14,TRUE
ORD1483,1/24/2023,2/3/2023,Alpha Supplies,Product_16,Machinery,Russia,34,308.79,Shipped,Paid,Net 60,10,10498.86,FALSE
ORD1484,2/9/2022,2/19/2022,Beta Corp,Product_2,Machinery,Germany,43,397.8,Delivered,Paid,Net 30,10,17105.4,FALSE
ORD1485,3/1/2022,3/10/2022,Alpha Supplies,Product_24,Furniture,Canada,74,47.37,Pending,Paid,Net 30,9,3505.38,FALSE
ORD1486,10/29/2022,11/4/2022,Theta Tech,Product_10,Machinery,Japan,94,95.81,Pending,Unpaid,Net 30,6,9006.14,TRUE
ORD1487,7/12/2023,7/16/2023,Eta Logistics,Product_38,Office Supplies,Canada,22,380.41,Pending,Paid,Net 60,4,8369.02,TRUE
ORD1488,3/17/2024,3/22/2024,Beta Corp,Product_22,Furniture,Russia,70,15.88,Shipped,Unpaid,Upon Delivery,5,1111.6,TRUE
ORD1489,8/25/2023,9/4/2023,Theta Tech,Product_26,Office Supplies,Russia,2,409.35,Shipped,Paid,Net 60,10,818.7,FALSE
ORD1490,5/24/2022,6/2/2022,Eta Logistics,Product_43,Furniture,Australia,94,11.9,Delivered,Paid,Upon Delivery,9,1118.6,FALSE
ORD1491,3/20/2023,3/28/2023,Beta Corp,Product_39,Machinery,Germany,66,330.27,Delivered,Paid,Upon Delivery,8,21797.82,FALSE
ORD1492,2/18/2024,2/27/2024,Beta Corp,Product_27,Office Supplies,Russia,32,185.72,Delivered,Paid,Net 30,9,5943.04,FALSE
ORD1493,3/28/2024,4/2/2024,Delta Traders,Product_29,Office Supplies,India,16,307.69,Delivered,Paid,Net 30,5,4923.04,TRUE
ORD1494,9/4/2023,9/9/2023,Eta Logistics,Product_47,Office Supplies,Canada,76,349.54,Delivered,Paid,Net 30,5,26565.04,TRUE
ORD1495,7/31/2022,8/9/2022,Theta Tech,Product_38,Furniture,Canada,1,174.53,Delivered,Paid,Net 60,9,174.53,FALSE
ORD1496,7/8/2022,7/12/2022,Delta Traders,Product_20,Electronics,France,72,58.44,Delivered,Unpaid,Net 60,4,4207.68,TRUE
ORD1497,12/10/2023,12/17/2023,Delta Traders,Product_27,Machinery,Russia,48,39.47,Shipped,Paid,Net 30,7,1894.56,TRUE
ORD1498,9/15/2023,9/20/2023,Alpha Supplies,Product_41,Office Supplies,Japan,50,296.52,Delivered,Paid,Net 60,5,14826,TRUE
ORD1499,9/1/2023,9/10/2023,Delta Traders,Product_20,Office Supplies,Australia,13,262.72,Shipped,Unpaid,Net 60,9,3415.36,FALSE
ORD1500,6/7/2023,6/17/2023,Theta Tech,Product_44,Electronics,Germany,15,372.39,Delivered,Unpaid,Upon Delivery,10,5585.85,FALSE
ORD1501,6/10/2023,6/19/2023,Eta Logistics,Product_19,Office Supplies,Japan,53,257.32,Pending,Paid,Net 60,9,13637.96,FALSE
ORD1502,4/29/2023,5/5/2023,Eta Logistics,Product_20,Machinery,Australia,44,214.11,Shipped,Paid,Upon Delivery,6,9420.84,TRUE
ORD1503,1/13/2024,1/20/2024,Delta Traders,Product_35,Machinery,Canada,8,202.05,Delivered,Paid,Net 30,7,1616.4,TRUE
ORD1504,3/17/2024,3/25/2024,Beta Corp,Product_47,Office Supplies,Japan,74,18.09,Delivered,Overdue,Net 60,8,1338.66,FALSE
ORD1505,12/12/2023,12/16/2023,Alpha Supplies,Product_2,Office Supplies,Australia,46,171.1,Delivered,Paid,Upon Delivery,4,7870.6,TRUE
ORD1506,1/13/2023,1/21/2023,Eta Logistics,Product_30,Furniture,Canada,69,488.13,Delivered,Unpaid,Net 60,8,33680.97,FALSE
ORD1507,2/10/2023,2/17/2023,Alpha Supplies,Product_34,Electronics,Canada,19,437.41,Shipped,Paid,Upon Delivery,7,8310.79,TRUE
ORD1508,10/9/2023,10/16/2023,Eta Logistics,Product_22,Electronics,Canada,38,168.04,Shipped,Paid,Upon Delivery,7,6385.52,TRUE
ORD1509,11/28/2023,12/5/2023,Beta Corp,Product_3,Office Supplies,Canada,11,295.96,Delivered,Paid,Net 60,7,3255.56,TRUE
ORD1510,2/26/2023,3/6/2023,Delta Traders,Product_6,Machinery,India,43,424.41,Delivered,Paid,Net 30,8,18249.63,FALSE
ORD1511,2/25/2023,3/7/2023,Beta Corp,Product_15,Office Supplies,Canada,20,223.43,Delivered,Paid,Upon Delivery,10,4468.6,FALSE
ORD1512,10/24/2023,10/31/2023,Theta Tech,Product_27,Machinery,France,20,13.89,Delivered,Paid,Net 30,7,277.8,TRUE
ORD1513,4/9/2022,4/18/2022,Alpha Supplies,Product_10,Machinery,Japan,21,41.88,Pending,Paid,Net 60,9,879.48,FALSE
ORD1514,7/28/2022,8/5/2022,Eta Logistics,Product_9,Office Supplies,Australia,82,257.64,Delivered,Unpaid,Net 60,8,21126.48,FALSE
ORD1515,11/25/2022,12/2/2022,Delta Traders,Product_33,Electronics,France,57,484.87,Pending,Paid,Net 30,7,27637.59,TRUE
ORD1516,1/6/2023,1/15/2023,Eta Logistics,Product_32,Electronics,India,50,348.14,Delivered,Unpaid,Net 60,9,17407,FALSE
ORD1517,3/30/2023,4/9/2023,Beta Corp,Product_48,Office Supplies,France,74,40.1,Delivered,Unpaid,Upon Delivery,10,2967.4,FALSE
ORD1518,2/22/2022,2/28/2022,Alpha Supplies,Product_6,Machinery,Russia,98,98.73,Pending,Unpaid,Net 30,6,9675.54,TRUE
ORD1519,1/7/2023,1/17/2023,Alpha Supplies,Product_41,Machinery,Russia,26,386.8,Delivered,Paid,Net 60,10,10056.8,FALSE
ORD1520,8/31/2023,9/7/2023,Theta Tech,Product_36,Electronics,Russia,30,421.51,Shipped,Unpaid,Net 60,7,12645.3,TRUE
ORD1521,12/24/2022,1/1/2023,Delta Traders,Product_2,Office Supplies,Germany,73,310.76,Shipped,Overdue,Net 30,8,22685.48,FALSE
ORD1522,2/23/2022,2/28/2022,Eta Logistics,Product_29,Furniture,Russia,31,323.99,Delivered,Unpaid,Upon Delivery,5,10043.69,TRUE
ORD1523,1/2/2022,1/9/2022,Delta Traders,Product_4,Electronics,Australia,42,19.03,Delivered,Paid,Net 30,7,799.26,TRUE
ORD1524,7/4/2022,7/9/2022,Delta Traders,Product_1,Office Supplies,France,68,415.12,Shipped,Paid,Net 60,5,28228.16,TRUE
ORD1525,9/16/2022,9/25/2022,Delta Traders,Product_19,Electronics,Australia,61,395.2,Shipped,Paid,Net 60,9,24107.2,FALSE
ORD1526,6/20/2023,6/26/2023,Delta Traders,Product_26,Machinery,Japan,61,133.22,Shipped,Paid,Net 30,6,8126.42,TRUE
ORD1527,6/15/2022,6/19/2022,Eta Logistics,Product_25,Electronics,Russia,70,355.79,Delivered,Paid,Upon Delivery,4,24905.3,TRUE
ORD1528,3/5/2024,3/15/2024,Eta Logistics,Product_10,Electronics,India,78,111.35,Shipped,Paid,Upon Delivery,10,8685.3,FALSE
ORD1529,12/4/2023,12/10/2023,Theta Tech,Product_15,Furniture,Germany,68,24.96,Delivered,Paid,Upon Delivery,6,1697.28,TRUE
ORD1530,1/1/2023,1/8/2023,Beta Corp,Product_22,Office Supplies,Japan,90,104.56,Canceled,Paid,Net 30,7,9410.4,TRUE
ORD1531,3/9/2022,3/14/2022,Eta Logistics,Product_48,Office Supplies,India,17,93.42,Shipped,Unpaid,Upon Delivery,5,1588.14,TRUE
ORD1532,3/30/2024,4/9/2024,Eta Logistics,Product_21,Electronics,Germany,19,172.19,Delivered,Paid,Upon Delivery,10,3271.61,FALSE
ORD1533,10/27/2023,11/1/2023,Eta Logistics,Product_22,Electronics,Japan,51,212.13,Shipped,Overdue,Upon Delivery,5,10818.63,TRUE
ORD1534,12/30/2022,1/7/2023,Theta Tech,Product_36,Furniture,France,70,256.73,Delivered,Paid,Upon Delivery,8,17971.1,FALSE
ORD1535,11/14/2023,11/19/2023,Alpha Supplies,Product_34,Electronics,Australia,63,240.99,Shipped,Paid,Net 60,5,15182.37,TRUE
ORD1536,5/9/2022,5/17/2022,Theta Tech,Product_30,Electronics,Canada,93,138.98,Delivered,Overdue,Net 30,8,12925.14,FALSE
ORD1537,1/6/2022,1/15/2022,Delta Traders,Product_25,Electronics,Australia,75,19.44,Shipped,Paid,Net 30,9,1458,FALSE
ORD1538,12/31/2022,1/10/2023,Beta Corp,Product_45,Electronics,Russia,80,304.53,Delivered,Unpaid,Upon Delivery,10,24362.4,FALSE
ORD1539,7/31/2023,8/10/2023,Beta Corp,Product_28,Furniture,India,30,200.89,Canceled,Paid,Net 30,10,6026.7,FALSE
ORD1540,4/13/2022,4/17/2022,Theta Tech,Product_1,Office Supplies,Canada,25,152.84,Pending,Overdue,Net 30,4,3821,TRUE
ORD1541,12/30/2023,1/6/2024,Delta Traders,Product_49,Office Supplies,Germany,75,434.14,Delivered,Paid,Net 60,7,32560.5,TRUE
ORD1542,3/22/2022,3/30/2022,Delta Traders,Product_45,Electronics,France,71,374.64,Delivered,Unpaid,Net 30,8,26599.44,FALSE
ORD1543,11/22/2023,11/26/2023,Eta Logistics,Product_4,Electronics,France,26,429.59,Canceled,Overdue,Net 60,4,11169.34,TRUE
ORD1544,6/20/2023,6/25/2023,Beta Corp,Product_7,Electronics,Germany,56,250.02,Delivered,Paid,Net 30,5,14001.12,TRUE
ORD1545,7/19/2022,7/24/2022,Alpha Supplies,Product_49,Office Supplies,Russia,22,69.81,Pending,Unpaid,Net 60,5,1535.82,TRUE
ORD1546,12/25/2022,12/29/2022,Delta Traders,Product_9,Office Supplies,Germany,89,349.63,Delivered,Paid,Net 60,4,31117.07,TRUE
ORD1547,1/13/2022,1/23/2022,Theta Tech,Product_36,Machinery,Japan,19,107.01,Shipped,Paid,Net 30,10,2033.19,FALSE
ORD1548,5/1/2023,5/6/2023,Delta Traders,Product_19,Office Supplies,India,31,223.41,Delivered,Overdue,Net 60,5,6925.71,TRUE
ORD1549,7/10/2022,7/19/2022,Delta Traders,Product_1,Electronics,India,26,37.18,Delivered,Unpaid,Net 60,9,966.68,FALSE
ORD1550,5/8/2022,5/17/2022,Theta Tech,Product_10,Furniture,Russia,42,413.53,Delivered,Paid,Net 30,9,17368.26,FALSE
ORD1551,9/30/2023,10/4/2023,Delta Traders,Product_36,Office Supplies,Canada,41,67.34,Delivered,Unpaid,Net 60,4,2760.94,TRUE
ORD1552,1/17/2022,1/25/2022,Alpha Supplies,Product_9,Machinery,Germany,23,452.03,Delivered,Paid,Net 60,8,10396.69,FALSE
ORD1553,9/6/2023,9/14/2023,Alpha Supplies,Product_45,Office Supplies,Russia,47,432.79,Delivered,Paid,Net 60,8,20341.13,FALSE
ORD1554,12/29/2022,1/2/2023,Alpha Supplies,Product_46,Office Supplies,India,13,234.97,Shipped,Paid,Net 60,4,3054.61,TRUE
ORD1555,3/26/2024,4/3/2024,Beta Corp,Product_42,Electronics,Canada,89,373.46,Canceled,Paid,Net 60,8,33237.94,FALSE
ORD1556,1/31/2023,2/10/2023,Theta Tech,Product_32,Furniture,Germany,66,311.63,Pending,Paid,Upon Delivery,10,20567.58,FALSE
ORD1557,7/4/2022,7/14/2022,Theta Tech,Product_32,Office Supplies,France,66,402.52,Delivered,Paid,Net 60,10,26566.32,FALSE
ORD1558,4/4/2022,4/12/2022,Beta Corp,Product_6,Electronics,Germany,16,218.74,Pending,Unpaid,Net 60,8,3499.84,FALSE
ORD1559,1/12/2022,1/21/2022,Beta Corp,Product_48,Electronics,Australia,73,393.98,Delivered,Paid,Net 60,9,28760.54,FALSE
ORD1560,7/14/2023,7/22/2023,Alpha Supplies,Product_38,Electronics,Germany,28,233.92,Canceled,Paid,Net 60,8,6549.76,FALSE
ORD1561,12/1/2022,12/11/2022,Theta Tech,Product_17,Office Supplies,Australia,77,470.78,Delivered,Unpaid,Net 30,10,36250.06,FALSE
ORD1562,11/2/2023,11/8/2023,Eta Logistics,Product_10,Office Supplies,Canada,35,245.75,Delivered,Unpaid,Upon Delivery,6,8601.25,TRUE
ORD1563,2/8/2022,2/15/2022,Alpha Supplies,Product_50,Electronics,Germany,41,234,Delivered,Paid,Net 30,7,9594,TRUE
ORD1564,8/12/2022,8/17/2022,Alpha Supplies,Product_27,Electronics,Canada,77,393.61,Shipped,Paid,Upon Delivery,5,30307.97,TRUE
ORD1565,9/17/2023,9/23/2023,Alpha Supplies,Product_50,Electronics,Canada,31,411.68,Delivered,Paid,Net 60,6,12762.08,TRUE
ORD1566,4/19/2022,4/27/2022,Eta Logistics,Product_35,Electronics,India,85,279.47,Pending,Paid,Net 60,8,23754.95,FALSE
ORD1567,6/7/2023,6/16/2023,Beta Corp,Product_21,Electronics,Russia,32,94,Delivered,Unpaid,Upon Delivery,9,3008,FALSE
ORD1568,5/11/2022,5/15/2022,Delta Traders,Product_25,Office Supplies,Canada,54,236.54,Canceled,Paid,Upon Delivery,4,12773.16,TRUE
ORD1569,6/24/2023,7/2/2023,Delta Traders,Product_28,Electronics,Canada,98,484.2,Shipped,Paid,Net 30,8,47451.6,FALSE
ORD1570,11/8/2022,11/17/2022,Eta Logistics,Product_47,Furniture,India,72,377.73,Delivered,Overdue,Upon Delivery,9,27196.56,FALSE
ORD1571,12/21/2023,12/28/2023,Eta Logistics,Product_15,Office Supplies,India,59,406.53,Delivered,Paid,Net 60,7,23985.27,TRUE
ORD1572,1/22/2022,1/30/2022,Beta Corp,Product_4,Furniture,Germany,41,21.25,Shipped,Paid,Net 30,8,871.25,FALSE
ORD1573,4/13/2023,4/23/2023,Delta Traders,Product_29,Office Supplies,India,66,236.59,Pending,Paid,Upon Delivery,10,15614.94,FALSE
ORD1574,3/28/2022,4/1/2022,Beta Corp,Product_9,Office Supplies,Germany,96,325.08,Delivered,Paid,Upon Delivery,4,31207.68,TRUE
ORD1575,10/22/2022,10/31/2022,Beta Corp,Product_27,Machinery,France,54,415.87,Pending,Paid,Net 30,9,22456.98,FALSE
ORD1576,3/4/2022,3/13/2022,Eta Logistics,Product_26,Machinery,India,40,29.39,Pending,Paid,Upon Delivery,9,1175.6,FALSE
ORD1577,3/1/2022,3/10/2022,Delta Traders,Product_19,Machinery,Russia,28,426.96,Delivered,Paid,Net 60,9,11954.88,FALSE
ORD1578,9/14/2022,9/21/2022,Delta Traders,Product_28,Electronics,Canada,37,276.46,Shipped,Unpaid,Net 30,7,10229.02,TRUE
ORD1579,9/15/2022,9/23/2022,Alpha Supplies,Product_17,Electronics,Russia,65,102.67,Delivered,Paid,Upon Delivery,8,6673.55,FALSE
ORD1580,1/28/2023,2/4/2023,Delta Traders,Product_43,Office Supplies,Australia,74,162.04,Delivered,Paid,Net 60,7,11990.96,TRUE
ORD1581,7/11/2022,7/16/2022,Delta Traders,Product_41,Furniture,India,55,144.56,Canceled,Overdue,Upon Delivery,5,7950.8,TRUE
ORD1582,8/9/2022,8/14/2022,Delta Traders,Product_42,Furniture,Canada,4,267.78,Delivered,Overdue,Net 30,5,1071.12,TRUE
ORD1583,12/20/2023,12/28/2023,Beta Corp,Product_50,Furniture,Russia,99,30.58,Delivered,Overdue,Upon Delivery,8,3027.42,FALSE
ORD1584,10/16/2022,10/26/2022,Eta Logistics,Product_20,Furniture,India,10,83.48,Pending,Paid,Upon Delivery,10,834.8,FALSE
ORD1585,3/19/2022,3/26/2022,Theta Tech,Product_45,Machinery,India,47,407.28,Shipped,Paid,Upon Delivery,7,19142.16,TRUE
ORD1586,5/9/2022,5/13/2022,Delta Traders,Product_40,Furniture,France,75,70.64,Shipped,Paid,Net 60,4,5298,TRUE
ORD1587,3/18/2022,3/27/2022,Delta Traders,Product_39,Electronics,France,14,120.53,Shipped,Unpaid,Net 60,9,1687.42,FALSE
